,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,LP_SigCurv,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,PLEC_SigCurv,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,Npred,ASSOC_GAM,TEVCAT_FLAG,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,ASSOC_PROB_BAY
3041,FL8Y J1441.6-1522 ,220.4226,-15.375,338.42194,39.780033,0.066,0.0541,-74.59,1081,                  ,5.9412007,1792.6184,1.0607493e-13,1.9794072e-14,3.0636219e-10,5.7326383e-11,4.1345573e-12,9.139757e-13,PowerLaw         ,2.421212,0.13022211,1.5839114,2.4221742,0.19775225,0.14398721,0.11398948,1.6095655,2.0119538,0.37297028,0.003305691,0.0028855836,0.6666667,,494.53296,1FGL J1441.7-1538 ,N,                        ,fsrq   ,VCS J1441-1523            ,                          ,0.99808866
3042,FL8Y J1441.7-5951 ,220.4357,-59.8567,316.37424,0.10463462,0.0519,0.0404,-74.76,2342,                  ,7.887724,3195.231,2.3474592e-13,3.1613055e-14,1.6839815e-09,3.1269412e-10,7.519699e-12,1.3847556e-12,LogParabola      ,2.4528053,0.09840057,4.6991935,2.3948455,0.2595878,0.8936265,0.22741842,4.7211027,0.08125488,0.5431155,0.0152479885,0.003231709,0.6666667,,595.6093,3FGL J1441.5-5955c,N,                        ,       ,                          ,                          ,0.8
3043,FL8Y J1441.7+1835 ,220.4426,18.5974,20.192104,63.2606,0.1012,0.0683,21.96,1136,                  ,7.862379,3081.4412,2.504362e-14,4.290625e-15,2.3418376e-10,4.0319543e-11,2.6400006e-12,4.5519957e-13,PowerLaw         ,1.965723,0.11987647,0.9136889,1.9605654,0.17969562,0.114520974,0.15648934,0.37649226,1.6158928,0.32137096,0.0018959267,0.001609646,0.6666667,,216.4385,                  ,N,                        ,bcu    ,WISE J144143.50+183710.7  ,                          ,0.9763447
3044,FL8Y J1442.0+4348 ,220.5044,43.8056,77.03625,62.203735,0.0427,0.0369,89.64,2330,                  ,12.562388,2291.0667,5.66266e-14,6.728662e-15,2.9465624e-10,3.5169066e-11,3.2994757e-12,4.05377e-13,PowerLaw         ,1.990872,0.08710137,1.9729351,1.8521191,0.14432374,0.12352172,0.07671176,2.3746657,1.5504539,0.25841403,0.0020632914,0.0012308374,0.6666667,,333.06177,3FHL J1442.2+4348 ,N,                        ,bll    ,SDSS J144207.15+434836.6  ,                          ,0.99787784
3045,FL8Y J1442.0-6005 ,220.5056,-60.0934,316.30847,-0.12541805,0.0596,0.0375,39.87,325,                  ,9.134475,2629.0337,2.7475946e-13,3.1773625e-14,2.0353308e-09,2.403398e-10,2.90621e-11,4.793434e-12,PowerLaw         ,2.473404,0.08227396,2.4926302,2.4328117,0.13823444,0.17988749,0.10117343,2.3343546,1.8683949,0.3483316,0.0037824325,0.002267142,0.6666667,,1338.8578,3FGL J1441.5-5955c,N,                        ,       ,                          ,                          ,0.8
3046,FL8Y J1442.1+0733 ,220.5258,7.5644,1.3310047,57.288166,0.1112,0.0944,73.11,2344,                  ,4.210047,1486.5469,7.198388e-14,1.7614724e-14,1.3459152e-10,3.391237e-11,1.7171568e-12,4.5517214e-13,PowerLaw         ,2.3623562,0.18367231,1.0880064,2.253528,0.28904706,0.20426239,0.25415298,0.96281177,1.906224,0.6060729,0.0035165586,0.00498262,0.6666667,,209.98608,                  ,N,                        ,       ,                          ,                          ,0.0
3047,FL8Y J1442.1-3708 ,220.5397,-37.1444,326.24478,20.6647,0.0616,0.0483,-29.01,65,                  ,4.7836895,5168.7964,5.110014e-15,1.3968872e-15,1.2561632e-10,3.677915e-11,1.4656721e-12,4.0080534e-13,PowerLaw         ,1.8857985,0.1770526,1.5238924,1.7603222,0.3374856,0.21671292,0.19202204,1.5422999,1.2115232,0.66287535,0.0021755642,0.0023194603,0.6666667,,103.76441,                  ,N,                        ,       ,                          ,                          ,0.0
3048,FL8Y J1442.2+0624 ,220.5589,6.4078,359.7666,56.507793,0.0855,0.0671,-4.15,408,                  ,6.1991453,781.35406,8.7916805e-13,1.4158977e-13,2.7532923e-10,5.1252735e-11,5.0005343e-12,8.725466e-13,PowerLaw         ,2.657538,0.11032914,1.7674005,2.6079185,0.16226302,0.16650496,0.11507802,1.9712325,2.0841687,0.36497554,0.007887214,0.005016665,0.6666667,,684.922,                  ,N,                        ,bcu    ,RFC J1442+0625            ,                          ,0.9923597
3049,FL8Y J1442.6-4623 ,220.656,-46.3848,322.1542,12.295627,0.0423,0.0376,2.51,269,                  ,9.158735,2883.4197,4.657011e-14,6.722543e-15,3.878859e-10,5.6478724e-11,4.3121826e-12,6.3388287e-13,PowerLaw         ,2.0846264,0.11458033,0.60800546,2.018434,0.15352394,0.046722498,0.090092875,1.0166607,1.9000951,0.24923815,0.00063393667,0.00081873545,0.6666667,,378.91574,3FHL J1442.5-4621 ,N,                        ,bcu    ,SUMSS J144236-462302      ,                          ,0.9997373
3050,FL8Y J1442.7+1200 ,220.6938,12.0121,8.323108,59.846584,0.029,0.0263,-57.34,2337,                  ,17.952208,3825.5183,3.6866286e-14,3.6154864e-15,5.028243e-10,4.979469e-11,6.21433e-12,6.5367704e-13,PowerLaw         ,1.8003556,0.065659046,2.5847,1.6609519,0.10550225,0.1215306,0.05774309,2.1194332,1.5403246,0.1615606,0.0007645562,0.0004897669,0.6666667,,375.38138,3FHL J1442.8+1200 ,P,1ES 1440+122            ,bll    ,1ES 1440+122              ,                          ,0.99982804
3051,FL8Y J1443.0-6227e,220.76,-62.45,315.4419,-2.3204007,,,,168,RCW 86            ,12.724963,21674.078,3.5339013e-15,3.985236e-16,7.050057e-10,1.1477798e-10,1.1268432e-11,1.3079364e-12,PowerLaw         ,1.5576456,0.07051652,1.4311471,1.5088758,0.09981683,0.06968217,0.055784628,1.6863304,1.3157895,0.17747052,0.0002657095,0.00017944342,0.6666667,,374.15863,3FHL J1443.0-6227e,E,RCW 86                  ,SNR    ,RCW 86                    ,                          ,
3052,FL8Y J1443.0+5201 ,220.7677,52.021,90.51442,57.50112,0.0582,0.0515,49.79,679,                  ,6.6559663,3477.716,1.1100086e-14,2.2905276e-15,1.3274055e-10,2.7993685e-11,1.4850165e-12,3.0690438e-13,PowerLaw         ,1.995064,0.15118194,1.2768847,1.8538343,0.27438134,0.16168477,0.15643087,1.5415632,1.4268941,0.46490502,0.0021902262,0.0017764365,0.6666667,,158.31468,3FGL J1442.6+5156 ,N,                        ,rdg    ,3C 303                    ,                          ,0.998021
3053,FL8Y J1443.1+4729 ,220.7956,47.4929,83.42409,60.16043,0.1775,0.1463,48.83,2330,                  ,8.692461,611.90186,1.0869345e-12,1.3464349e-13,1.7839141e-10,3.107406e-11,3.2247748e-12,4.199683e-13,PowerLaw         ,2.6543114,0.11211393,2.1079314,2.4677465,0.19650722,0.24193998,0.14553292,2.4008234,1.8501966,0.45502517,0.011287045,0.0065414766,0.6666667,,565.4572,                  ,N,                        ,nlsy1  ,B3 1441+476               ,                          ,0.95549136
3054,FL8Y J1443.6+2515 ,220.9023,25.2662,35.076298,64.8206,0.0332,0.0307,-27.03,868,                  ,4.763489,11984.165,1.7335217e-15,5.1324733e-16,2.0598352e-10,8.622165e-11,2.413074e-12,8.3279754e-13,PowerLaw         ,1.8786397,0.20735037,0.71936464,1.8476269,0.25918934,0.11325337,0.14389724,0.44712192,1.7048169,0.42147166,0.00029633238,0.0006601554,0.6666667,,166.55695,3FHL J1443.5+2515 ,N,                        ,bll    ,NVSS J144334+251559       ,                          ,0.9992829
3055,FL8Y J1443.7-7037 ,220.9491,-70.6195,312.05432,-9.76449,0.0694,0.0566,-55.68,1120,                  ,9.589263,1301.046,3.3329356e-13,3.9253933e-14,4.396463e-10,5.4960647e-11,6.0447775e-12,8.0734166e-13,PowerLaw         ,2.439049,0.098795205,0.7011442,2.3940282,0.12060631,0.04365575,0.06404075,1.4214693,2.13425,0.26045004,0.0020854168,0.0017043554,0.6666667,,708.5538,3FGL J1444.0-7033 ,N,                        ,       ,                          ,                          ,0.0
3056,FL8Y J1443.8-0953 ,220.9507,-9.8848,343.12454,44.04422,0.1102,0.0809,28.39,441,                  ,4.986719,2780.6074,2.4650592e-14,5.680093e-15,1.8985204e-10,4.3877617e-11,2.1088463e-12,4.876631e-13,PowerLaw         ,2.063668,0.15749109,1.3360872,1.8654608,0.34947988,0.18208598,0.19650552,1.4151928,1.461181,0.59741336,0.0025487856,0.0027149604,0.6666667,,188.48839,                  ,N,                        ,       ,                          ,                          ,0.0
3057,FL8Y J1443.9-3908 ,220.9897,-39.1469,325.6409,18.712269,0.0109,0.0108,-11.36,65,                  ,64.864784,2009.3801,9.180564e-13,3.2672873e-14,3.8454484e-09,1.2445286e-10,4.1818687e-11,1.7091349e-12,LogParabola      ,1.8062371,0.02096192,4.823939,1.698684,0.035101715,0.05696096,0.013220345,5.237493,1.6446726,0.04192313,0.0005273748,0.00012806007,0.6666667,,2388.6777,3FHL J1443.9-3908 ,P,PKS 1440-389            ,bll    ,PKS 1440-389              ,                          ,0.9999648
3058,FL8Y J1443.9+2501 ,220.9943,25.0264,34.55998,64.694275,0.0125,0.0122,-14.78,868,                  ,51.654263,887.7805,8.7262975e-12,2.386466e-13,5.8555703e-09,1.5765075e-10,5.3067873e-11,1.6362108e-12,LogParabola      ,2.1158745,0.0154669,7.9250813,2.0254858,0.022203501,0.07938798,0.01139613,8.60656,1.8897905,0.035407744,0.0018672454,0.00028826456,0.6666667,,5678.5083,3FHL J1443.9+2502 ,P,PKS 1441+25             ,fsrq   ,PKS 1441+25               ,                          ,0.9997743
3059,FL8Y J1444.0-5930 ,221.0127,-59.5046,316.78558,0.30366027,0.0799,0.0648,-27.34,2342,                  ,6.778309,942.73486,3.2072474e-12,4.1731026e-13,1.4640246e-09,2.0527473e-10,3.6173294e-11,5.839418e-12,PowerLaw         ,2.8523266,0.08776621,3.3352811,2.8417523,0.1602027,0.29733345,0.13349783,3.076199,1.9496696,0.3947383,0.012102144,0.0060047214,0.6666667,,1447.3811,3FGL J1445.7-5925 ,N,                        ,       ,                          ,                          ,0.0
3060,FL8Y J1444.1+7601 ,221.0356,76.0222,114.468994,39.1964,0.0859,0.0605,-82.75,362,                  ,4.089004,2914.4067,9.9987886e-15,2.7102916e-15,8.460726e-11,2.3041397e-11,9.401977e-13,2.553876e-13,PowerLaw         ,2.045464,0.17790909,2.0089405,1.9462061,0.32514778,0.3392601,0.23547788,1.8809242,1.1154355,0.74242985,0.0050639315,0.004497325,0.6666667,,126.373146,                  ,N,                        ,       ,                          ,                          ,0.0
3061,FL8Y J1445.0-0327 ,221.2683,-3.4503,349.22653,48.933735,0.0257,0.0236,-53.75,2341,                  ,18.629694,3342.0522,6.513158e-14,5.784596e-15,7.0182804e-10,6.262728e-11,8.265907e-12,7.702675e-13,PowerLaw         ,1.8695155,0.061773576,1.1034397,1.8292371,0.07268621,0.03696029,0.03628205,1.6406931,1.723857,0.1217504,0.00045026155,0.00034422442,0.6666667,,545.2291,3FHL J1445.0-0326 ,N,                        ,bll    ,RBS 1424                  ,                          ,0.9994769
3062,FL8Y J1445.1-1954 ,221.299,-19.9051,336.29642,35.491737,0.1734,0.1026,17.06,267,                  ,4.149204,2390.1135,3.0939335e-14,7.558215e-15,1.745767e-10,4.266883e-11,1.9901702e-12,5.1528573e-13,PowerLaw         ,2.189499,0.18943532,1.4959971,2.2712276,0.1362343,-0.09290859,0.051026195,0.0,0.45170105,1.0997499,0.01775442,0.009018789,0.6666667,,209.29076,                  ,N,                        ,       ,                          ,                          ,0.0
3063,FL8Y J1445.9-3039 ,221.4995,-30.6642,330.251,26.060661,0.1095,0.0982,-59.84,713,                  ,4.071295,1745.7356,5.926375e-14,1.4134371e-14,1.6513681e-10,3.9808455e-11,1.9543622e-12,4.825232e-13,PowerLaw         ,2.262672,0.16078168,2.2649994,2.371513,0.368602,0.5191019,0.3589822,2.047399,0.9763436,1.8061559,0.012570166,0.02028568,0.6666667,,224.33961,                  ,N,                        ,bcu    ,RFC J1445-3037            ,                          ,0.9905554
3064,FL8Y J1446.0-1627 ,221.5057,-16.4535,338.8013,38.309917,0.0682,0.0601,78.32,1081,                  ,10.101087,1065.1995,5.095732e-13,5.8296656e-14,4.1163295e-10,5.3742056e-11,5.6844815e-12,6.9942213e-13,PowerLaw         ,2.4431548,0.10101297,0.0,2.4437058,0.11432637,-0.0006129629,0.05915684,0.051963005,2.4334807,0.14639823,6.1639155e-05,0.0008593095,0.6666667,,692.77026,3FGL J1446.1-1628 ,N,                        ,bll    ,PKS B1443-162             ,                          ,0.99429184
3065,FL8Y J1446.4+3112 ,221.6194,31.2125,49.10357,64.63083,0.0891,0.0732,71.17,859,                  ,8.215831,897.5848,3.5678069e-13,5.059168e-14,1.8085673e-10,3.0644553e-11,2.6770064e-12,4.0427633e-13,PowerLaw         ,2.504211,0.12088262,0.5119813,2.4780421,0.14367546,0.04089408,0.088876724,0.4650806,2.4265752,0.2240297,0.0007521716,0.0019183839,0.6666667,,412.3854,                  ,N,                        ,bcu    ,CRATES J144637+311050     ,                          ,0.9885991
3066,FL8Y J1446.6-4701 ,221.6696,-47.0283,322.5115,11.415341,0.0355,0.0336,-76.23,269,                  ,18.819532,1773.6803,4.769361e-13,3.647934e-14,1.1767446e-09,8.6841624e-11,6.3670206e-12,5.488282e-13,PLSuperExpCutoff2,2.2630284,0.05738011,6.170247,1.9327407,0.11914539,0.5833329,0.15397635,6.4028897,0.59251213,0.22837792,0.013045057,0.0015897298,0.6666667,,755.7681,3FGL J1446.6-4701 ,N,                        ,PSR    ,PSR J1446-4701            ,                          ,0.99997175
3067,FL8Y J1446.7+1717 ,221.6822,17.2988,18.695713,61.648613,0.1463,0.1125,83.55,1136,                  ,5.0398684,1004.833,2.291804e-13,4.556256e-14,1.4932788e-10,3.424844e-11,2.3493423e-12,5.430592e-13,PowerLaw         ,2.5532148,0.1802912,0.307671,2.5644088,0.16864833,-0.026667507,0.077687606,0.0,2.5446806,0.25293967,6.9234644e-05,0.0015083201,0.6666667,,325.2817,                  ,N,                        ,fsrq   ,CGRaBS J1446+1721         ,                          ,0.99283075
3068,FL8Y J1446.9-1830 ,221.7296,-18.5132,337.6305,36.459858,0.0801,0.0516,-84.65,267,                  ,4.899402,5276.0127,5.657539e-15,1.4698009e-15,1.4509342e-10,4.148166e-11,1.6875083e-12,4.392821e-13,PowerLaw         ,1.8917059,0.19301358,1.5082666,1.110275,0.6573723,0.47807574,0.37767717,1.6406875,0.6011178,1.1133127,0.0032487998,0.0031155946,0.6666667,,118.32192,3FGL J1446.8-1831 ,N,                        ,bcu    ,NVSS J144644-182922       ,                          ,0.9935866
3069,FL8Y J1447.0-2658 ,221.7728,-26.9722,332.50345,29.176243,0.0341,0.0316,-32.22,1032,                  ,6.1922164,7832.993,2.5844218e-15,6.5742616e-16,1.2049609e-10,3.4148264e-11,1.5812411e-12,4.0292086e-13,PowerLaw         ,1.7319425,0.14600344,1.6974386,1.7326393,0.22041035,0.15238564,0.11121368,1.6240994,1.2835537,0.3971269,0.0011720959,0.0010343887,0.6666667,,84.875885,3FHL J1447.0-2657 ,N,                        ,       ,                          ,                          ,0.8
3070,FL8Y J1447.5-5757 ,221.897,-57.9612,317.8585,1.5044296,0.04,0.035,-36.96,256,                  ,21.94282,868.10156,7.812756e-12,4.835543e-13,2.6077154e-09,1.6440384e-10,3.375498e-11,3.702467e-12,LogParabola      ,2.7837007,0.045856204,6.4389014,2.6648662,0.08021672,0.3261874,0.07107329,6.3208404,1.780355,0.24000123,0.013052376,0.0033045039,0.6666667,,2566.4153,3FGL J1447.3-5800 ,N,                        ,       ,                          ,                          ,0.0
3071,FL8Y J1448.0+3608 ,222.0154,36.1341,60.244583,63.714657,0.0166,0.0159,-67.93,302,                  ,44.471962,1736.8394,5.08552e-13,2.6206962e-14,1.625496e-09,7.6417365e-11,1.5849546e-11,1.012836e-12,LogParabola      ,1.8110416,0.03002054,5.2196174,1.637521,0.05402528,0.09857993,0.022458063,5.3472447,1.5324862,0.071398586,0.0011246457,0.00029202914,0.6666667,,1063.6808,3FHL J1447.9+3608 ,N,                        ,bll    ,RBS 1432                  ,                          ,0.9987613
3072,FL8Y J1449.5+2746 ,222.391,27.7708,41.232693,63.848484,0.0455,0.0395,44.76,868,                  ,5.6925535,7734.425,1.9047675e-15,5.350902e-16,8.6737374e-11,2.7934996e-11,1.1403888e-12,3.2140564e-13,PowerLaw         ,1.7299749,0.18731348,0.8780928,1.5404695,0.40115276,0.14762203,0.19857548,1.260925,1.043807,0.7741105,0.001377865,0.0015727284,0.6666667,,64.61085,3FHL J1449.5+2745 ,N,                        ,bll    ,B2.2 1447+27              ,                          ,0.99917436
3073,FL8Y J1449.6-6021 ,222.4137,-60.3589,317.05258,-0.76926154,0.105,0.0814,28.31,325,                  ,7.7113237,1310.8141,1.155143e-12,1.4681652e-13,1.3793998e-09,1.7946684e-10,3.0021787e-11,5.397078e-12,PowerLaw         ,2.7753801,0.09663379,2.5176542,2.8966408,0.19213843,0.28628778,0.13957278,2.172196,1.9007404,0.48834175,0.011125953,0.0064867875,0.6666667,,1309.4116,                  ,N,                        ,       ,                          ,                          ,0.0
3074,FL8Y J1449.7-0910 ,222.4382,-9.1795,345.34262,43.736977,0.0651,0.0523,2.32,441,                  ,4.942046,3708.9248,1.1650132e-14,2.8715442e-15,1.602544e-10,4.1043027e-11,1.7835804e-12,4.4823357e-13,PowerLaw         ,2.0267162,0.18458949,2.5039454,0.32903376,0.47992098,0.9995966,0.024989612,2.6769261,-3.038306,1.375364,0.017632056,0.004705853,0.6666667,,150.0041,                  ,N,                        ,agn    ,2WHSP J144941.8-091000    ,                          ,0.9968522
3075,FL8Y J1450.1-5923 ,222.5355,-59.3953,317.5313,0.06925031,0.1129,0.081,-20.57,325,                  ,4.2846894,2294.8435,1.8832055e-13,3.8478908e-14,1.00355e-09,2.0638519e-10,1.5045923e-11,4.2169467e-12,PowerLaw         ,2.5148132,0.13767068,2.187928,2.3639627,0.2723633,0.27505648,0.18647753,2.2777135,1.5928004,0.59424555,0.005687478,0.0037748213,0.6666667,,708.8552,                  ,N,                        ,       ,                          ,                          ,0.0
3076,FL8Y J1450.5+0911 ,222.631,9.1864,6.03565,56.658436,0.0648,0.057,-84.24,2344,                  ,11.9139185,827.60754,8.7841247e-13,8.8367776e-14,3.5597675e-10,4.54277e-11,5.4283956e-12,5.8366024e-13,PowerLaw         ,2.5285888,0.09364775,0.3584923,2.5080159,0.113449134,0.022083396,0.062036805,0.82976955,2.3942919,0.19723834,0.0013005055,0.0017804238,0.6666667,,707.8043,3FGL J1450.4+0911 ,N,                        ,fsrq   ,TXS 1448+093              ,                          ,0.99857724
3077,FL8Y J1450.8-1424 ,222.7138,-14.4106,341.506,39.354404,0.0796,0.0718,-76.68,1081,                  ,7.3772626,1283.7656,2.156036e-13,3.2838468e-14,2.8563799e-10,4.6417002e-11,3.6312231e-12,5.788992e-13,PowerLaw         ,2.35828,0.118940964,2.1180854,2.06546,0.27219433,0.29513717,0.19296263,2.5375943,1.3638477,0.6134203,0.008012148,0.0049592014,0.6666667,,424.9794,                  ,N,                        ,       ,                          ,                          ,0.0
3078,FL8Y J1450.9+5201 ,222.73,52.0305,89.16785,56.541576,0.0298,0.0286,-54.41,679,                  ,20.038048,1842.9453,1.9930738e-13,1.5464296e-14,6.3667116e-10,5.013703e-11,7.254076e-12,5.696393e-13,PowerLaw         ,2.1881363,0.06437977,2.365194,2.0870633,0.10635344,0.119898796,0.064699315,2.6785743,1.8063569,0.20090994,0.0023647463,0.0012482036,0.6666667,,967.0427,3FHL J1450.9+5202 ,N,                        ,bll    ,SDSS J145059.99+520111.7  ,                          ,0.99880296
3079,FL8Y J1451.3+6355 ,222.8492,63.918,103.58008,48.456356,0.0352,0.0305,-11.36,86,                  ,10.921411,5078.024,7.960444e-15,1.2335045e-15,1.8034943e-10,2.9632484e-11,2.2377564e-12,3.5554909e-13,PowerLaw         ,1.7953867,0.11186615,0.3699798,1.8167444,0.11044411,-0.018919585,0.04470013,0.43529597,1.7336543,0.18902287,0.00013610226,0.0003372255,0.6666667,,191.36644,3FHL J1451.2+6355 ,N,                        ,bll    ,RX J1451.4+6354           ,                          ,0.9993788
3080,FL8Y J1451.4+1415 ,222.8592,14.2596,14.286579,59.240677,0.1345,0.117,-29.23,1136,                  ,6.4369264,722.017,6.811928e-13,1.0790666e-13,1.7536811e-10,3.598136e-11,3.116646e-12,5.4025897e-13,PowerLaw         ,2.6425285,0.14006123,1.448732,2.436027,0.28128493,0.22801661,0.19263418,1.7633166,1.8185661,0.571603,0.010073727,0.006930769,0.6666667,,436.95248,                  ,N,                        ,       ,                          ,                          ,0.0
3081,FL8Y J1451.6-3726 ,222.9118,-37.4448,327.88525,19.5343,0.088,0.0751,-3.21,680,                  ,5.490371,1627.7522,1.04002575e-13,2.0219742e-14,2.3647131e-10,4.6518452e-11,3.2858796e-12,7.820427e-13,PowerLaw         ,2.4489033,0.15469027,2.8905823,2.108243,0.34326515,0.6797111,0.3851247,2.7833123,0.73077756,0.55770206,0.014000181,0.0042898874,0.6666667,,396.5174,                  ,N,                        ,       ,                          ,                          ,0.0
3082,FL8Y J1452.0-4148 ,223.023,-41.8052,325.8213,15.641825,0.105,0.0564,-53.83,681,                  ,4.4189315,8307.141,2.2202423e-15,6.4236586e-16,1.1448871e-10,3.7723713e-11,1.5040546e-12,4.3531964e-13,PowerLaw         ,1.7308018,0.17266807,1.0250663,1.6628318,0.2361767,0.12146235,0.13664371,0.39794835,1.6390687,0.30632305,0.00016618673,0.00047792526,0.6666667,,79.70662,3FHL J1451.8-4145 ,N,                        ,       ,                          ,                          ,0.0
3083,FL8Y J1453.5+3507 ,223.3782,35.1316,57.61733,62.801014,0.1197,0.1093,-63.94,2358,                  ,6.2151837,717.36786,5.417472e-13,8.971966e-14,1.3988932e-10,3.0119178e-11,2.4120233e-12,4.303479e-13,PowerLaw         ,2.6212082,0.1455535,1.0856895,2.4928439,0.22827934,0.13453405,0.13800707,1.4706199,2.1348608,0.45359293,0.0055085113,0.005110025,0.6666667,,387.98822,                  ,N,                        ,fsrq   ,CGRaBS J1453+3505         ,                          ,0.9884623
3084,FL8Y J1453.9+4930 ,223.4898,49.5054,84.835945,57.571342,0.1679,0.1522,-38.04,2359,                  ,4.127152,703.4031,3.8146876e-13,8.584969e-14,8.5156784e-11,2.4293647e-11,1.6997286e-12,4.295756e-13,PowerLaw         ,2.7204473,0.18849939,1.2508727,2.5507848,0.32670593,0.22615589,0.23018758,1.4196042,1.9799434,0.7113898,0.009427606,0.009054318,0.6666667,,299.6018,                  ,N,                        ,bcu    ,CRATES J145412+492639     ,                          ,0.96229535
3085,FL8Y J1454.1+2647 ,223.531,26.7926,39.332813,62.728474,0.0903,0.0844,-65.59,868,                  ,4.387604,2430.6787,2.1102477e-14,5.44473e-15,1.2365618e-10,3.1946917e-11,1.417476e-12,3.9227207e-13,PowerLaw         ,2.2025585,0.19349796,0.4506979,2.150833,0.25490373,0.06582285,0.14126314,0.52203494,1.9957343,0.41167638,0.0009744251,0.0018410871,0.6666667,,166.8569,                  ,N,                        ,bcu    ,CGRaBS J1453+2648         ,                          ,0.9948792
3086,FL8Y J1454.2+1622 ,223.5567,16.382,18.597048,59.634438,0.054,0.0475,68.81,1136,                  ,12.722145,1005.20526,5.5302366e-13,5.4666422e-14,3.9066167e-10,4.4859116e-11,5.332394e-12,5.5205477e-13,PowerLaw         ,2.4321663,0.0852054,2.0500388,2.31632,0.14509529,0.14854646,0.09203536,2.2129986,1.9511423,0.2839013,0.0047084433,0.0027976532,0.6666667,,699.332,3FGL J1454.0+1622 ,N,                        ,fsrq   ,CLASS J1454+1623          ,                          ,0.99575496
3087,FL8Y J1454.3-5627 ,223.5918,-56.4546,319.35037,2.4472325,0.074,0.0631,-16.49,2351,                  ,4.086449,1636.116,1.7356697e-13,3.8394536e-14,3.8938044e-10,8.648028e-11,6.654556e-12,2.0488689e-12,PowerLaw         ,2.6148632,0.16884334,0.6052034,2.6011274,0.20526057,0.06680043,0.117025085,0.3707783,2.5170834,0.32706222,0.00072172075,0.0021226883,0.6666667,,457.958,                  ,N,                        ,       ,                          ,                          ,0.0
3088,FL8Y J1454.4+5124 ,223.619,51.4122,87.676476,56.45253,0.0129,0.0125,17.02,679,                  ,66.013985,1439.6233,1.6829477e-12,5.4800335e-14,3.3318757e-09,1.0255977e-10,3.139816e-11,1.2782977e-12,LogParabola      ,2.0214307,0.02056891,4.8463707,1.960069,0.029851293,0.056892265,0.013401021,5.3082585,1.8591595,0.043350607,0.0009207142,0.00022673249,0.6666667,,3410.0818,3FHL J1454.5+5124 ,N,                        ,bll    ,TXS 1452+516              ,                          ,0.99985784
3089,FL8Y J1454.4-3745 ,223.6203,-37.7619,328.24753,18.987795,0.065,0.0563,8.88,680,                  ,11.117855,822.28064,1.3604973e-12,1.3493614e-13,4.6037568e-10,5.5916643e-11,9.353215e-12,1.1430109e-12,PowerLaw         ,2.731874,0.09102026,0.16557336,2.7278388,0.10070742,0.008407158,0.054353505,0.4612856,2.6723928,0.16451167,0.00064280094,0.0015261663,0.6666667,,1184.0435,3FGL J1454.2-3751 ,N,                        ,fsrq   ,PKS 1451-375              ,                          ,0.99793226
3090,FL8Y J1454.7+5236 ,223.6763,52.6029,89.38353,55.736713,0.1051,0.094,-66.65,679,                  ,6.298993,2112.084,3.5205955e-14,6.9621424e-15,1.5127592e-10,2.9940148e-11,1.7441993e-12,3.6418665e-13,PowerLaw         ,2.2151756,0.15878494,2.0474,1.8424374,0.3578101,0.44783872,0.33354685,2.0374851,1.1295818,0.86094385,0.006744926,0.005617508,0.6666667,,244.30856,                  ,N,                        ,       ,                          ,                          ,0.0
3091,FL8Y J1455.0+0247 ,223.7688,2.7978,358.83618,51.71515,0.0613,0.0529,30.1,408,                  ,4.205563,4280.5605,6.0099863e-15,1.8286654e-15,1.0742199e-10,3.4358967e-11,1.2096482e-12,3.708597e-13,PowerLaw         ,1.9694043,0.20745184,2.306604,0.6766172,0.6113487,0.9996885,0.025583677,2.3063967,-0.48946318,1.0225139,0.008345782,0.0020059198,0.6666667,,95.81405,                  ,N,                        ,bll    ,SDSS J14551+0250B         ,                          ,0.9884302
3092,FL8Y J1455.4-3653 ,223.8629,-36.8937,328.87177,19.654108,0.0684,0.0475,39.07,680,                  ,6.3466854,1731.2928,1.0420752e-13,1.7994883e-14,2.7610325e-10,4.806106e-11,3.7788427e-12,8.498814e-13,PowerLaw         ,2.4347208,0.15803549,0.24957165,2.4068305,0.19065595,0.028096829,0.09971275,0.5566546,2.2890327,0.29068723,0.00085525593,0.0015355552,0.6666667,,447.90222,                  ,N,                        ,bcu    ,WISE J14550964-3655077    ,                          ,0.882171
3093,FL8Y J1455.6-7600 ,223.9192,-76.0087,310.35034,-14.959087,0.0434,0.0406,-50.37,1120,                  ,5.9387555,7864.1167,2.6993631e-15,6.697599e-16,1.2479026e-10,3.4300764e-11,1.6668313e-12,4.152368e-13,PowerLaw         ,1.713874,0.14084826,2.1057334,1.7744846,0.24490383,0.22829813,0.14184375,1.9590453,1.0297983,0.5093539,0.0020770591,0.001526413,0.6666667,,93.81793,3FHL J1455.4-7559 ,N,                        ,bcu    ,SUMSS J145543-760054      ,                          ,0.9996809
