,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,LP_SigCurv,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,PLEC_SigCurv,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,Npred,ASSOC_GAM,TEVCAT_FLAG,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,ASSOC_PROB_BAY
4434,FL8Y J1855.0+0312 ,283.7742,3.2014,36.198048,0.6462569,0.0888,0.0661,4.28,1871,                  ,4.718595,2250.0364,2.2202685e-13,4.3215723e-14,1.14824e-09,2.2627766e-10,1.991086e-11,6.3792873e-12,PowerLaw         ,2.6252377,0.15836903,0.21805917,2.614547,0.18787341,0.014729228,0.06945869,0.071149155,2.6146111,0.18588571,4.5567194e-05,0.000681105,0.6666667,,735.1948,                  ,N,                        ,       ,                          ,                          ,0.0
4435,FL8Y J1855.2+0754 ,283.8228,7.9038,40.408737,2.7444768,0.0752,0.0484,4.9,369,                  ,9.771277,2406.6316,2.4900663e-13,2.849619e-14,1.4883477e-09,1.7309386e-10,2.1731597e-11,3.8740434e-12,PowerLaw         ,2.492713,0.09843215,0.35031533,2.492887,0.09282116,-0.015665838,0.04209496,1.1702938,2.5866766,0.10073279,-0.0004213356,0.0002057787,0.6666667,,1224.7108,3FHL J1855.3+0751 ,N,                        ,       ,                          ,                          ,0.0
4436,FL8Y J1855.2+0459 ,283.8241,4.9897,37.812637,1.4172866,0.078,0.0567,29.01,541,                  ,10.922626,1856.3906,6.8110307e-13,6.705187e-14,2.1272233e-09,2.0933665e-10,3.9038207e-11,5.74718e-12,PowerLaw         ,2.6646442,0.07361512,0.055800587,2.569104,0.16602884,0.27031288,0.10974835,3.7259908,1.9825312,0.21118762,0.0064807516,0.0021808045,0.6666667,,1620.8508,3FGL J1855.4+0454 ,N,                        ,       ,                          ,                          ,0.0
4437,FL8Y J1855.9+0121e,283.99,1.355,34.65336,-0.38800415,,,,13,W 44              ,49.029232,3291.7986,4.7794646e-12,1.2810326e-13,5.5998377e-08,1.722527e-09,4.0939752e-10,2.6317505e-11,LogParabola      ,2.3705018,0.013233517,19.523348,2.5748167,0.033207316,0.23114574,0.020498369,18.701126,1.651946,0.072347775,0.005209073,0.0004615378,0.6666667,,18664.684,3FHL J1855.9+0121e,N,                        ,SNR    ,W 44                      ,                          ,
4438,FL8Y J1856.0-1435 ,284.0032,-14.5968,20.37625,-7.5913057,0.0449,0.0444,-5.95,617,                  ,10.145223,2067.99,1.6313978e-13,1.9189379e-14,6.672734e-10,7.854259e-11,7.851385e-12,9.990637e-13,PowerLaw         ,2.2530756,0.09094182,1.821051,2.101338,0.15941545,0.14884539,0.1083277,2.2908583,1.160633,0.46909857,0.006617941,0.0028179942,0.6666667,,664.74634,                  ,N,                        ,PSR    ,PSR J1855-1436            ,                          ,0.9999686
4439,FL8Y J1856.1-1222 ,284.0274,-12.3715,22.397692,-6.6274667,0.0419,0.036,-51.8,617,                  ,9.610536,2618.4724,9.1459745e-14,1.184078e-14,6.3767885e-10,8.357966e-11,7.542723e-12,1.1889282e-12,PowerLaw         ,2.2617946,0.112453595,0.23700723,2.205064,0.12468598,0.016567083,0.066616036,0.44537246,2.1934555,0.20856197,0.0002927383,0.0007787281,0.6666667,,607.5719,3FHL J1856.1-1221 ,N,                        ,       ,                          ,                          ,0.0
4440,FL8Y J1856.3+0125 ,284.0855,1.4256,34.759747,-0.44074205,0.0275,0.024,-84.94,13,                  ,9.210599,2381.011,2.0704987e-12,2.2504822e-13,1.256574e-08,1.4943259e-09,1.1126154e-10,2.4682286e-11,LogParabola      ,2.548073,0.063402146,6.890179,3.0562289,0.16388565,0.36109304,0.06414012,6.5222216,1.3484287,0.28410515,0.012235088,0.0027074504,0.6666667,,4767.7163,                  ,N,                        ,spp    ,SNR G034.7-00.4           ,W 44 field                ,0.8
4441,FL8Y J1856.5+1735 ,284.1252,17.5986,49.23298,6.8416724,0.0789,0.0674,-44.41,546,                  ,5.892005,1325.0646,2.7052132e-13,4.6026856e-14,3.6405812e-10,6.465541e-11,5.3723068e-12,1.087104e-12,PowerLaw         ,2.5016603,0.13468307,2.0977507,2.1318345,0.41863137,0.35979465,0.23813806,2.3928702,1.3260146,0.5965231,0.009304405,0.0046535153,0.6666667,,510.62424,                  ,N,                        ,       ,                          ,                          ,0.0
4442,FL8Y J1857.1+0545 ,284.2783,5.7589,38.703667,1.3654447,0.1723,0.0992,-71.84,1731,                  ,6.91947,1133.5432,1.6296094e-12,2.2576847e-13,1.2861083e-09,1.8640131e-10,2.9158002e-11,5.3532244e-12,PowerLaw         ,2.8005626,0.099924915,3.047704,2.9629476,0.28553635,0.34953597,0.17644936,2.6375759,1.8235041,0.6404762,0.013738032,0.010184469,0.6666667,,1131.5621,                  ,N,                        ,       ,                          ,                          ,0.0
4443,FL8Y J1857.1+0057 ,284.2798,0.9628,34.436573,-0.82478684,0.0328,0.0261,-55.79,1914,                  ,16.142292,2570.237,9.480261e-13,7.609112e-14,5.8098237e-09,4.6321938e-10,4.0441327e-11,6.2803686e-12,LogParabola      ,2.4226913,0.049342625,5.6846213,2.3863468,0.09455741,0.23997372,0.06306055,5.631756,1.5854099,0.2738234,0.0053299144,0.0017617833,0.6666667,,2070.8184,3FHL J1857.0+0059 ,N,                        ,       ,                          ,                          ,0.0
4444,FL8Y J1857.1+0754 ,284.2913,7.9078,40.623493,2.3329837,0.1144,0.071,82.71,369,                  ,7.019117,1165.7834,1.4101957e-12,1.9350953e-13,1.1865258e-09,1.6899444e-10,2.8588545e-11,5.33636e-12,PowerLaw         ,2.8373559,0.09868416,2.0670314,2.8968463,0.16293956,0.14618619,0.08820533,1.8011545,2.4960785,0.25843644,0.0039355047,0.003009499,0.6666667,,1352.7174,                  ,N,                        ,       ,                          ,                          ,0.0
4445,FL8Y J1857.4+0106 ,284.3696,1.1102,34.60872,-0.8374081,0.0336,0.0279,-49.18,13,                  ,11.0260725,3326.1538,4.3636484e-13,5.370088e-14,3.2307415e-09,5.9882754e-10,1.6092707e-11,2.8728907e-12,LogParabola      ,2.395848,0.073374294,4.910736,2.114836,0.23034398,0.732101,0.26281506,4.95257,0.10695118,0.82247657,0.012835554,0.0045439424,0.6666667,,899.0349,                  ,N,                        ,       ,                          ,                          ,0.0
4446,FL8Y J1857.5-2824 ,284.3809,-28.4052,7.787593,-13.750726,0.0565,0.0527,-38.85,1874,                  ,4.3672643,1148.1674,2.493745e-13,5.2903435e-14,2.2859736e-10,5.2299293e-11,3.5880708e-12,9.0010356e-13,PowerLaw         ,2.5513992,0.17088552,0.9181455,2.5842783,0.15100047,-0.06460722,0.060684834,1.015921,2.6430368,0.17723365,-0.0005200357,0.00034382826,0.6666667,,408.27838,                  ,N,                        ,       ,                          ,                          ,0.0
4447,FL8Y J1857.6+0146 ,284.4072,1.7686,35.211727,-0.5703122,0.0605,0.0501,-7.95,13,                  ,9.618184,3218.1572,3.549116e-13,4.040955e-14,3.0714737e-09,4.431203e-10,1.481179e-11,2.1028554e-12,PLSuperExpCutoff2,2.5861259,0.08021856,4.915924,2.739101,0.23803014,0.8487788,0.32237527,4.99402,4.1714135e-05,,0.018168118,0.0016394205,0.6666667,,912.1987,                  ,N,                        ,PSR    ,PSR J1857+0143            ,                          ,0.99981165
4448,FL8Y J1857.6+0210 ,284.4204,2.1816,35.58521,-0.3934897,0.0324,0.0298,82.83,84,                  ,9.370773,1834.5133,1.905869e-12,2.02699e-13,5.3093165e-09,5.5131916e-10,4.3682356e-11,8.165545e-12,LogParabola      ,2.6219916,0.065858744,6.7880197,2.9190686,0.1352163,0.42645702,0.09884045,6.505011,1.1613573,0.36989236,0.016343879,0.0042662583,0.6666667,,2264.483,3FGL J1857.9+0210 ,N,                        ,spp    ,SNR G035.6-00.4           ,HESS J1857+026 field      ,0.8
4449,FL8Y J1857.7+0246e,284.449,2.774,36.125298,-0.14840907,,,,84,HESS J1857+026    ,13.153069,7838.9893,1.052634e-13,8.355755e-15,6.6359975e-09,6.8013833e-10,7.381806e-11,7.316053e-12,PowerLaw         ,2.0317001,0.057404082,0.419505,1.9932842,0.062495712,-0.010571616,0.023106398,0.074477434,2.0337713,0.08943454,-9.436924e-06,0.00011737887,0.6666667,,2703.6511,3FHL J1857.7+0246e,E,HESS J1857+026          ,pwn    ,HESS J1857+026            ,                          ,
4450,FL8Y J1857.8-3220 ,284.4624,-32.3396,4.0793967,-15.3643465,0.0716,0.0599,-31.7,2213,                  ,5.5951295,1512.2522,1.3438245e-13,2.4902569e-14,2.6362693e-10,5.0141783e-11,3.2958423e-12,6.489538e-13,PowerLaw         ,2.3385806,0.13317287,1.9143928,2.0983894,0.31706858,0.28237075,0.22000572,1.9469434,1.5064609,0.74083,0.0062716417,0.0062104673,0.6666667,,371.7588,                  ,N,                        ,       ,                          ,                          ,0.0
4451,FL8Y J1857.9+0356 ,284.4827,3.9338,37.172474,0.35129336,0.0472,0.0401,-4.83,47,                  ,14.674965,1697.3785,2.1106769e-12,1.7785935e-13,4.7170383e-09,3.6264522e-10,3.826058e-11,6.3115654e-12,LogParabola      ,2.6512403,0.055208415,6.4343786,2.7446294,0.11320603,0.37899083,0.09593597,6.2059608,1.2929316,0.3424516,0.0138676865,0.0035865805,0.6666667,,2126.3271,3FGL J1857.9+0355 ,N,                        ,       ,                          ,                          ,0.0
4452,FL8Y J1858.0-1821 ,284.5246,-18.3645,17.16666,-9.683569,0.0608,0.0542,52.87,430,                  ,4.5545387,3812.2751,1.2585956e-14,3.3421817e-15,1.893197e-10,5.357979e-11,2.1090625e-12,6.209566e-13,PowerLaw         ,2.1043499,0.21252681,0.0,2.0930378,0.28363118,0.007602775,0.13956365,0.6160162,1.7552301,0.665823,0.00090943684,0.0016888801,0.6666667,,172.87279,                  ,N,                        ,       ,                          ,                          ,0.0
4453,FL8Y J1858.1+7318 ,284.5444,73.3054,104.394424,25.419748,0.0521,0.0463,-69.96,922,                  ,9.865653,1637.4297,1.1449907e-13,1.4419413e-14,2.712567e-10,3.502303e-11,3.361607e-12,4.7275936e-13,PowerLaw         ,2.3277426,0.114717804,2.2492442,2.3875997,0.08744439,-0.08418864,0.030390833,2.4389603,2.4870062,0.11418483,-0.0005734154,0.0001519477,0.6666667,,540.59174,3FHL J1858.4+7318 ,N,                        ,bcu    ,RFC J1858+7317            ,                          ,0.99544656
4454,FL8Y J1858.2-2216 ,284.5692,-22.2832,13.577704,-11.389206,0.0287,0.0276,-9.09,1035,                  ,27.842606,2162.1987,6.25371e-13,3.2920474e-14,2.1617335e-09,1.1400863e-10,1.0490361e-11,5.529938e-13,PLSuperExpCutoff2,2.1798956,0.038685337,11.145885,2.2200913,0.089206144,0.6816908,0.109991334,11.169241,0.040625904,,0.018098542,0.0007744862,0.6666667,,1177.2201,3FGL J1858.2-2215 ,N,                        ,PSR    ,PSR J1858-2216            ,                          ,0.99999547
4455,FL8Y J1858.2-2511 ,284.5706,-25.1998,10.866363,-12.602924,0.0359,0.0304,39.92,1333,                  ,21.506163,1137.1715,1.3299414e-12,7.84222e-14,1.2995152e-09,8.516116e-11,1.6998498e-11,1.0479515e-12,PowerLaw         ,2.389567,0.04909574,3.6249247,2.2995942,0.080146335,0.14848012,0.050883733,3.664083,1.9730465,0.1535047,0.0038422446,0.0014381673,0.6666667,,1740.1353,3FGL J1858.4-2509 ,N,                        ,bcu    ,PMN J1858-2511            ,                          ,0.99824554
4456,FL8Y J1858.3+4321 ,284.5856,43.3597,73.44772,17.072205,0.0686,0.0673,17.45,936,                  ,6.2693706,1742.9437,7.3837346e-14,1.3294784e-14,2.0692711e-10,3.7833528e-11,2.3946424e-12,4.3854221e-13,PowerLaw         ,2.2226644,0.13039501,1.8820382,2.1340394,0.20812902,0.21936966,0.15035035,1.7940766,1.5496482,0.52456784,0.005129697,0.004236802,0.6666667,,296.79547,                  ,N,                        ,bcu    ,2WHSP J185813.4+432451    ,                          ,0.98416865
4457,FL8Y J1858.3+0208 ,284.5865,2.1487,35.631733,-0.55617887,0.0371,0.0318,-30.72,84,                  ,5.584277,8902.756,1.3140449e-14,2.5543077e-15,1.3761954e-09,3.876933e-10,1.5904082e-11,5.3804144e-12,PowerLaw         ,2.2199144,0.14746612,0.47466743,2.2540512,0.1751909,0.029854665,0.06461794,0.60845894,2.2990656,0.18579839,-0.00018508978,0.00026137254,0.6666667,,603.2163,3FGL J1857.9+0210 ,E,HESS J1858+020          ,spp    ,SNR G035.6-00.4           ,                          ,0.8
4458,FL8Y J1858.3+1952 ,284.5947,19.882,51.494816,7.453976,0.0627,0.0478,82.48,1656,                  ,4.4659038,3825.9973,1.3463606e-14,3.4609726e-15,2.1410379e-10,5.910187e-11,2.4525826e-12,7.7591254e-13,PowerLaw         ,2.2009847,0.1910711,0.0853106,2.1438625,0.20076743,0.007673052,0.091368675,0.0,2.1918008,0.29619637,1.5093877e-05,0.0006758592,0.6666667,,215.9308,                  ,N,                        ,       ,                          ,                          ,0.0
4459,FL8Y J1858.5-1319 ,284.6253,-13.3246,21.796715,-7.572216,0.1241,0.0994,-75.2,617,                  ,4.7811594,1263.752,2.8456347e-13,5.6227145e-14,3.3380035e-10,6.920954e-11,5.2088186e-12,1.2443752e-12,PowerLaw         ,2.5468435,0.15444247,2.2545748,1.9891189,0.379506,0.50926536,0.26147562,2.3929417,1.1414464,0.70810884,0.011384903,0.005779647,0.6666667,,474.69498,                  ,N,                        ,       ,                          ,                          ,0.0
4460,FL8Y J1858.5-5424 ,284.6282,-54.4155,342.03543,-22.7566,0.066,0.0558,-38.6,1451,                  ,13.8369465,1301.9463,5.4001687e-13,6.37898e-14,6.605422e-10,6.5563624e-11,3.1727312e-12,3.9437198e-13,LogParabola      ,2.1675708,0.0700738,6.083462,1.8685216,0.17946579,0.6784049,0.20702823,5.8793674,-0.03278942,0.59418035,0.022323567,0.0064399014,0.6666667,,462.24905,3FGL J1858.0-5423 ,N,                        ,       ,                          ,                          ,0.0
4461,FL8Y J1858.5+0640 ,284.6392,6.6789,39.686333,1.4658114,0.0432,0.0358,-42.57,104,                  ,7.2761416,2333.073,2.1868392e-13,3.1914416e-14,1.2264656e-09,1.8152695e-10,1.9523223e-11,4.5294766e-12,PowerLaw         ,2.5622478,0.11897058,0.15300642,2.556946,0.117868625,-0.0068098693,0.048892956,0.25805506,2.5885503,0.13767453,-0.0001412349,0.00042030183,0.6666667,,882.1531,                  ,N,                        ,       ,                          ,                          ,0.0
4462,FL8Y J1858.6-4446 ,284.664,-44.7766,351.9365,-19.94169,0.0786,0.0728,-4.41,1009,                  ,5.68063,1204.1301,1.8745628e-13,3.428994e-14,2.1010506e-10,4.115144e-11,2.7458788e-12,5.253745e-13,PowerLaw         ,2.3886342,0.13328362,2.768432,2.0927107,0.29711595,0.44273108,0.23926829,2.780307,1.0138242,0.7199741,0.013015221,0.0070437966,0.6666667,,354.4571,                  ,N,                        ,       ,                          ,                          ,0.0
4463,FL8Y J1858.8+5707 ,284.7057,57.1272,87.24969,21.555832,0.1081,0.0728,0.02,937,                  ,7.4512134,1748.8184,7.645299e-14,1.21769245e-14,2.1464967e-10,3.4724293e-11,2.5163285e-12,4.1518216e-13,PowerLaw         ,2.246719,0.12516044,2.2238576,2.0152354,0.24413943,0.3043085,0.190008,2.2635574,1.3612051,0.59738976,0.006230167,0.0046458617,0.6666667,,338.8353,                  ,N,                        ,bcu    ,WISE J185853.50+570809.5  ,                          ,0.97656286
4464,FL8Y J1859.1+2329 ,284.7762,23.4904,54.8457,8.885056,0.0619,0.0598,68.03,1332,                  ,5.04917,4001.569,1.3333041e-14,3.2218838e-15,2.2234835e-10,5.764017e-11,2.477803e-12,6.690934e-13,PowerLaw         ,2.1066337,0.18383221,0.33686784,2.070763,0.23853022,0.03672619,0.1072049,0.7292699,1.7851064,0.50493264,0.0010313309,0.0016304401,0.6666667,,211.89313,                  ,N,                        ,       ,                          ,                          ,0.0
4465,FL8Y J1859.1+0057 ,284.7985,0.9564,34.667637,-1.28916,0.0569,0.0496,73.3,1914,                  ,6.2106924,5115.6343,4.7825605e-14,8.126582e-15,1.637833e-09,3.3168857e-10,2.0661896e-11,5.655103e-12,PowerLaw         ,2.349371,0.12249582,1.3456894,2.4165132,0.16465975,0.09098904,0.08072191,0.8375976,2.0471396,1.3725479,0.0013876413,0.0066147535,0.6666667,,872.2106,3FGL J1859.6+0102 ,N,                        ,       ,                          ,                          ,0.0
4466,FL8Y J1859.2+0045 ,284.8048,0.763,34.498394,-1.3830534,0.042,0.0393,26.34,1914,                  ,4.5024257,4600.236,4.2271752e-14,9.1857555e-15,1.1704426e-09,2.9011685e-10,1.5392758e-11,5.218816e-12,PowerLaw         ,2.3951924,0.1461998,1.3730695,2.312185,0.24952488,0.1298078,0.12658703,1.2632571,2.0406003,0.44574475,0.0015681593,0.0017961795,0.6666667,,671.35254,                  ,N,                        ,       ,                          ,                          ,0.0
4467,FL8Y J1859.3+0312 ,284.8306,3.2114,36.688477,-0.28759336,0.0451,0.0395,57.34,84,                  ,5.720374,2321.227,3.266123e-13,5.4101373e-14,1.8236646e-09,3.0511388e-10,3.0638356e-11,7.353416e-12,PowerLaw         ,2.6025028,0.108973004,2.0110075,2.9979026,0.27756885,0.313959,0.12005219,0.1102463,2.6059773,0.12477553,-5.7572106e-05,0.00058024644,0.6666667,,1100.4658,2FGL J1859.3+0312c,N,                        ,       ,                          ,HESS J1857+026 field      ,0.0
4468,FL8Y J1859.9+1546 ,284.9817,15.7831,47.96818,5.29658,0.0873,0.0624,23.66,546,                  ,4.1364465,3844.0476,1.809972e-14,4.5362362e-15,2.8962535e-10,8.072092e-11,3.3066876e-12,1.0982311e-12,PowerLaw         ,2.19318,0.23147306,1.5171524,2.24852,0.13006477,-0.09463696,0.0489272,0.96304005,2.3442101,0.20018132,-0.00036599053,0.0002433899,0.6666667,,254.57065,                  ,N,                        ,       ,                          ,                          ,0.0
4469,FL8Y J1900.5+0338 ,285.1294,3.6351,37.20167,-0.35917625,0.0567,0.0427,18.41,47,                  ,9.363435,2589.1223,3.6855995e-13,4.1932217e-14,2.6954567e-09,3.1381178e-10,4.266633e-11,7.316972e-12,PowerLaw         ,2.5579264,0.079662286,3.489388,2.5759923,0.14449854,0.23249595,0.104681045,3.2548587,1.9036801,0.32211885,0.0044780723,0.0022204306,0.6666667,,1581.4146,3FGL J1900.8+0337 ,N,                        ,       ,                          ,                          ,0.0
4470,FL8Y J1900.5-4942 ,285.1346,-49.7019,347.0236,-21.754154,0.0845,0.0787,-55.99,809,                  ,5.9541674,1605.1041,1.0153474e-13,1.8326554e-14,2.3418703e-10,4.3188505e-11,2.7661165e-12,5.099389e-13,PowerLaw         ,2.2594683,0.124154955,3.3586855,1.978112,0.33425537,0.5191908,0.25819877,3.4520419,0.5084323,0.7869084,0.014329592,0.0065168156,0.6666667,,330.76437,                  ,N,                        ,       ,                          ,                          ,0.0
4471,FL8Y J1900.6+0112 ,285.1627,1.2034,35.05378,-1.5003141,0.0772,0.0658,-66.08,257,                  ,7.2518134,932.5071,3.1776548e-12,4.1855053e-13,1.396797e-09,2.0077262e-10,3.5156062e-11,5.901656e-12,PowerLaw         ,2.8632462,0.09536937,2.7269905,2.9223595,0.19178593,0.29309055,0.15039106,2.5197394,1.8603303,0.49270627,0.0150232045,0.007823049,0.6666667,,1310.0189,                  ,N,                        ,       ,                          ,                          ,0.0
4472,FL8Y J1900.8+0540 ,285.2009,5.673,39.046543,0.5095266,0.0606,0.0529,-48.8,104,                  ,6.760363,1567.4307,8.2872717e-13,1.1825153e-13,1.6356518e-09,2.3415983e-10,3.2785667e-11,6.480597e-12,PowerLaw         ,2.723181,0.09662262,2.8767998,2.783281,0.17095725,0.21924973,0.09932809,2.7030606,2.0422845,0.3316227,0.006596277,0.0032955634,0.6666667,,1165.3547,                  ,N,                        ,       ,                          ,                          ,0.0
4473,FL8Y J1901.1+0730 ,285.2943,7.5079,40.72101,1.2660594,0.0392,0.036,10.83,104,                  ,12.860275,1858.1991,8.6153746e-13,8.786219e-14,2.4695925e-09,2.30804e-10,1.7031264e-11,3.472155e-12,LogParabola      ,2.476736,0.07004045,4.0404916,2.3004198,0.14469697,0.26685852,0.09807101,4.1855717,1.4254944,0.4307333,0.0073295883,0.0030937595,0.6666667,,1146.643,3FGL J1901.1+0728 ,N,                        ,       ,                          ,                          ,0.0
4474,FL8Y J1901.5-0125 ,285.3848,-1.4283,32.8115,-2.8985283,0.0289,0.0263,21.22,213,                  ,21.01139,1245.1633,2.1082164e-12,1.3830427e-13,2.4073206e-09,1.5228788e-10,2.3155354e-11,2.5026227e-12,PLSuperExpCutoff2,2.5069203,0.051449727,3.8449354,2.357417,0.16481344,0.17252032,0.05410061,4.277399,1.9108952,0.17459929,0.004909067,0.001456163,0.6666667,,1745.0127,3FGL J1901.5-0126 ,N,                        ,       ,                          ,                          ,0.0
4475,FL8Y J1901.5-2208 ,285.3865,-22.1384,14.035329,-12.015856,0.0748,0.0599,45.79,1035,                  ,4.5682883,4417.322,9.620015e-15,2.4806791e-15,1.8896543e-10,5.16414e-11,2.1023073e-12,5.641376e-13,PowerLaw         ,2.0303607,0.16322061,1.5658357,2.0472026,0.26328698,0.20918624,0.17661016,1.2497232,1.5879489,0.48733386,0.0019141122,0.002236614,0.6666667,,164.74348,                  ,N,                        ,       ,                          ,                          ,0.0
4476,FL8Y J1901.5+0359 ,285.3865,3.9853,37.630444,-0.4270877,0.0772,0.0662,50.4,47,                  ,9.12352,1315.2731,3.2151198e-12,3.69738e-13,3.2814251e-09,3.7258394e-10,3.2755514e-11,7.331268e-12,LogParabola      ,2.7428627,0.07894313,5.9705653,3.0082426,0.19034532,0.5429296,0.14836104,5.799358,1.0568687,0.51062095,0.022014895,0.0069983206,0.6666667,,1783.2941,                  ,N,                        ,       ,                          ,                          ,0.0
4477,FL8Y J1901.5-1112 ,285.399,-11.2051,24.051023,-7.3130097,0.0616,0.0525,-23.29,400,                  ,8.367751,1065.3398,7.7526196e-13,9.757116e-14,5.679166e-10,7.974857e-11,9.641708e-12,1.5109341e-12,PowerLaw         ,2.6100965,0.11248115,0.13478611,2.4956734,0.14387353,0.012148333,0.08197005,0.07910841,2.6021883,0.1715018,6.201187e-05,0.0009674583,0.6666667,,856.4756,                  ,N,                        ,       ,                          ,                          ,0.0
4478,FL8Y J1901.8-0717 ,285.4577,-7.2971,27.596558,-5.6202497,0.0688,0.0591,42.67,368,                  ,6.1752286,2046.635,1.2186874e-13,2.0823744e-14,4.850215e-10,8.285157e-11,6.45322e-12,1.4721736e-12,PowerLaw         ,2.4070892,0.15059133,2.65138,1.9294386,0.27044654,0.5991705,0.24559149,2.575965,1.0579876,0.9891833,0.008218722,0.006571893,0.6666667,,523.801,                  ,N,                        ,       ,                          ,                          ,0.0
4479,FL8Y J1902.0-5105 ,285.5135,-51.0895,345.66043,-22.376955,0.0215,0.0212,-80.9,809,                  ,43.5003,1011.2208,4.0274936e-12,1.5613724e-13,2.8232428e-09,1.0701657e-10,2.214071e-11,1.0331921e-12,PLSuperExpCutoff2,2.3153176,0.02497408,11.910604,2.1918175,0.117254935,0.31056243,0.036606144,11.673767,1.4320838,0.11263212,0.010054412,0.0013006005,0.6666667,,3217.4377,3FGL J1902.0-5107 ,N,                        ,PSR    ,PSR J1902-5105            ,                          ,0.9999955
4480,FL8Y J1902.4-3703 ,285.6047,-37.0629,359.86395,-17.988844,0.0929,0.0804,-10.08,1214,                  ,4.898401,1400.1389,2.4412642e-13,4.66313e-14,3.857033e-10,7.5345466e-11,5.280826e-12,1.0968942e-12,PowerLaw         ,2.435073,0.116530925,2.3562167,2.376778,0.26385522,0.2859705,0.16902207,3.0642343,1.4489455,0.48341504,0.00980657,0.0051976047,0.6666667,,610.8057,3FGL J1902.3-3702c,N,                        ,       ,                          ,                          ,0.0
4481,FL8Y J1902.5+0654 ,285.6344,6.9127,40.34607,0.69372094,0.0336,0.0298,70.23,104,                  ,11.334203,2894.7166,2.3123162e-13,2.3526379e-14,2.1350144e-09,2.2607874e-10,2.8968569e-11,4.3908176e-12,PowerLaw         ,2.4264293,0.08004884,2.853204,2.3811746,0.12638748,0.2054282,0.10312186,2.7389488,1.8109075,0.30606985,0.0035593095,0.0017683589,0.6666667,,1236.6147,3FGL J1902.6+0655 ,N,                        ,       ,                          ,                          ,0.0
4482,FL8Y J1902.5+0448 ,285.6362,4.8109,38.47844,-0.27046177,0.0603,0.0511,3.38,47,                  ,6.705826,2058.474,5.034736e-13,7.2696115e-14,2.0611886e-09,2.9835673e-10,3.570351e-11,7.562487e-12,PowerLaw         ,2.6244788,0.10219294,1.2914401,2.7070978,0.19509602,0.09121945,0.08463865,0.0,2.5462213,0.20205335,0.00063845405,0.0014072263,0.6666667,,1268.7418,                  ,N,                        ,       ,                          ,                          ,0.0
4483,FL8Y J1903.0-6748 ,285.7538,-67.8046,327.76337,-26.051079,0.0303,0.0301,31.84,1297,                  ,28.696516,795.9036,2.5199781e-12,1.1809447e-13,9.635753e-10,5.814278e-11,1.3907125e-11,6.691872e-13,PowerLaw         ,2.482766,0.042384584,2.81972,2.421997,0.05541919,0.092486456,0.037388287,2.8504255,2.2354393,0.111480184,0.0027752211,0.0012435676,0.6666667,,1948.6362,3FHL J1902.8-6748 ,N,                        ,fsrq   ,PMN J1903-6749            ,                          ,0.99939996
4484,FL8Y J1903.2+5540 ,285.8042,55.6758,85.96562,20.536135,0.0115,0.0112,82.19,937,                  ,81.713104,1238.3627,2.8582787e-12,7.5976396e-14,4.4686486e-09,1.1504147e-10,4.0158384e-11,1.3801719e-12,LogParabola      ,1.9561782,0.017027939,7.6349306,1.8171358,0.029464742,0.08276108,0.012669669,8.042271,1.7281507,0.038801763,0.0012143884,0.00020409626,0.6666667,,3947.9602,3FHL J1903.2+5540 ,N,                        ,bll    ,TXS 1902+556              ,                          ,0.99996036
4485,FL8Y J1903.4-7052 ,285.8631,-70.8741,324.3756,-26.49332,0.0348,0.0334,-73.0,1297,                  ,21.85944,1549.9653,4.779341e-13,4.1492593e-14,9.654756e-10,7.0211406e-11,4.948841e-12,5.0122786e-13,PLSuperExpCutoff2,2.103563,0.051400565,7.2303114,1.5758406,0.118945055,0.59916073,0.14933981,7.293921,0.28583163,0.47502604,0.014001805,0.0038243833,0.6666667,,619.27875,3FGL J1903.6-7052 ,N,                        ,PSR    ,PSR J1903-7051            ,                          ,0.99998283
4486,FL8Y J1903.9-5923 ,285.995,-59.3861,336.95398,-24.659111,0.107,0.0909,-45.82,756,                  ,4.5039306,1272.2312,1.2666417e-13,2.7491323e-14,1.6311749e-10,3.7052323e-11,2.1009251e-12,4.7331003e-13,PowerLaw         ,2.3729296,0.14035234,3.4642725,1.9413059,0.37081373,0.6831897,0.36389467,3.4996164,0.37289688,0.91793454,0.018925989,0.008620368,0.6666667,,287.29034,                  ,N,                        ,       ,                          ,                          ,0.0
